sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
P0281,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680671536,
P0938,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680674014,
P0533,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680675391,
P0688,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680677372,
P0282,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680678772,
P0939,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680680117,
P0534,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680681257,
P0689,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680681874,
P0283,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680686442,
P0940,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680686771,
P0535,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680689044,
P0690,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680689810,
P0284,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680691351,
P0536,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680693760,
P0941,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680694242,
P0691,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680694327,
P0537,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680698511,
P0285,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680698820,
P0692,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680700374,
P0942,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680701371,
P0286,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680705192,
P0538,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680706131,
P0693,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680706696,
P0943,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680707438,
P0539,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680711160,
P0287,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680713151,
P0944,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680715300,
P0694,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680715348,
P0540,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680718021,
P0695,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680720734,
P0288,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680720835,
P0945,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680723452,
P0541,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680725251,
P0696,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680726821,
P0289,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680728338,
P0946,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680730016,
P0542,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680732331,
P0697,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680734848,
P0290,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680734991,
P0947,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680736281,
P0543,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680738299,
P0291,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680740671,
P0698,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680741939,
P0544,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680742576,
P0948,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680743471,
P0699,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680746461,
P0292,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680746732,
P0949,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680750083,
P0545,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680750111,
P0293,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680751668,
P0700,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680754014,
P0546,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680756162,
P0950,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680756266,
P0701,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680760051,
P0294,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680761022,
P0547,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680762749,
P0951,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680763856,
P0702,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680766440,
P0295,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680767237,
P0548,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680767625,
P0952,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680768744,
P0549,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680773658,
P0296,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680779077,
P0703,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680785567,
P0953,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680805187,
P0550,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680811427,
P0704,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680822501,
P0297,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680842760,
P0954,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680863161,
P0551,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680867610,
P0705,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680880998,
P0298,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680889532,
P0955,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680893305,
P0552,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680901090,
P0706,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680912913,
P0956,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782680949379,
P0299,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782680953149,
P0553,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782680964387,
P0707,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782680976906,
P0300,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782680994081,
P0957,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681010460,
P0554,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681018124,
P0708,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681018752,
P0301,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782681019940,
P0958,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681020830,
P0555,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782681021793,
P0709,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782681022131,
P0302,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681023761,
P0959,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681024798,
P0556,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681025526,
P0710,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681026077,
P0303,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681027436,
P0960,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681027919,
P0711,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782681028451,
P0557,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681029246,
P0961,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782681030311,
P0304,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681031151,
P0712,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681032076,
P0558,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681032808,
P0962,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681033447,
P0305,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681035401,
P0713,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681035496,
P0963,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782681036049,
P0559,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681036756,
P0714,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681039175,
P0964,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681039308,
P0306,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681039416,
P0560,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782681040043,
P0715,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681042451,
P0965,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681043031,
P0307,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681043360,
P0561,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681043656,
P0716,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782681045761,
P0966,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681046816,
P0562,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681046901,
P0308,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681047127,
P0717,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681049898,
P0967,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681050666,
P0813,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681050687,
P0309,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681051113,
P0718,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782681053806,
P0814,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681055492,
P0968,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681055493,
P0310,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681056534,
P0063,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782681059719,
P0126,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681059950,
P0815,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681061221,
P0311,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681061529,
P0064,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681063966,
P0127,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782681064196,
P0816,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782681065676,
P0312,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681065970,
P0128,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782681068395,
P0065,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681068761,
P0817,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782681069996,
P0438,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782681070261,
P0066,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681073960,
P0129,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681073965,
P0439,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681074719,
P0818,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681075439,
P0440,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782681078321,
P0067,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681078321,
P0130,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681078361,
P0819,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782681079091,
P0441,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681082651,
P0068,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681083356,
P0131,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681083419,
P0820,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681085192,
P0442,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681088075,
P0132,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782681088080,
P0069,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681088721,
P0821,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782681088941,
P0443,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782681092750,
P0133,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681093235,
P0822,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782681093395,
P0070,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681093916,
P0444,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782681096615,
P0134,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782681096980,
P0823,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782681098115,
P0071,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681099470,
P0445,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681102268,
P0135,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681102616,
P0824,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681103785,
P0072,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681105348,
P0446,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782681105701,
P0136,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782681106043,
P0825,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681108899,
P0073,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782681115014,
P0137,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681118947,
P0447,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681119823,
P0074,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782681123040,
P0826,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681123935,
P0448,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782681124836,
P0138,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681126955,
P0827,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782681128870,
P0075,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681129240,
P0449,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681131075,
P0139,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681133028,
P0076,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681135480,
P0828,Pain Relief,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4082404,Pain relief,Procedure,MAPS_TO,,<auto>,1782681136220,
P0450,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681137245,
P0140,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782681139452,
P0077,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681141835,
P0451,Infection,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45885195,Infection,Meas Value,MAPS_TO,,<auto>,1782681143472,
P0829,Hypertension,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45876622,Hypertension,Meas Value,MAPS_TO,,<auto>,1782681143668,
P0141,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782681145581,
P0078,Depression,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1782681148413,
P0830,Diabetes,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45879799,Diabetes,Meas Value,MAPS_TO,,<auto>,1782681148689,
